no,topik,subtopik,soal,jawaban,contoh,konteks,link_sumber_buku,soal_len,jawaban_len
668,bumi dan peristiwa alam,siklus air,apa sebab air di bumi tidak habis-habis?,"air di bumi tidak habis karena terus mengalami siklus air. air menguap karena panas matahari, membentuk awan, lalu turun kembali sebagai hujan dan mengisi permukaan bumi lagi.","air laut menguap saat panas, lalu menjadi awan, turun sebagai hujan, dan akhirnya mengalir kembali ke sungai dan laut. siklus ini menjaga ketersediaan air di bumi agar tidak habis meskipun digunakan terus-menerus.","air di bumi terus berputar melalui penguapan, pengembunan, dan hujan. siklus ini menjaga ketersediaan air di bumi agar tetap dapat digunakan makhluk hidup.",https: www.omahbse.com ktsp file sd-5 ipa 001,7,27
669,bumi dan peristiwa alam,siklus air,bagaimana penjelasan tentang apa alasan air di bumi tidak habis-habis?,"air di bumi tidak habis karena terus mengalami siklus air. air menguap karena panas matahari, membentuk awan, lalu turun kembali sebagai hujan dan mengisi permukaan bumi lagi.","air laut menguap saat panas, lalu menjadi awan, turun sebagai hujan, dan akhirnya mengalir kembali ke sungai dan laut. siklus ini menjaga ketersediaan air di bumi agar tidak habis meskipun digunakan terus-menerus.","air di bumi terus berputar melalui penguapan, pengembunan, dan hujan. siklus ini menjaga ketersediaan air di bumi agar tetap dapat digunakan makhluk hidup.",https: www.omahbse.com ktsp file sd-5 ipa 001,10,27
670,bumi dan peristiwa alam,siklus air,apa yang dapat kamu jelaskan mengenai apa alasan air di bumi tidak habis-habis?,"air di bumi tidak habis karena terus mengalami siklus air. air menguap karena panas matahari, membentuk awan, lalu turun kembali sebagai hujan dan mengisi permukaan bumi lagi.","air laut menguap saat panas, lalu menjadi awan, turun sebagai hujan, dan akhirnya mengalir kembali ke sungai dan laut. siklus ini menjaga ketersediaan air di bumi agar tidak habis meskipun digunakan terus-menerus.","air di bumi terus berputar melalui penguapan, pengembunan, dan hujan. siklus ini menjaga ketersediaan air di bumi agar tetap dapat digunakan makhluk hidup.",https: www.omahbse.com ktsp file sd-5 ipa 001,13,27
671,bumi dan peristiwa alam,siklus air,mengapa apa alasan air di bumi tidak habis-habis penting?,"air di bumi tidak habis karena terus mengalami siklus air. air menguap karena panas matahari, membentuk awan, lalu turun kembali sebagai hujan dan mengisi permukaan bumi lagi.","air laut menguap saat panas, lalu menjadi awan, turun sebagai hujan, dan akhirnya mengalir kembali ke sungai dan laut. siklus ini menjaga ketersediaan air di bumi agar tidak habis meskipun digunakan terus-menerus.","air di bumi terus berputar melalui penguapan, pengembunan, dan hujan. siklus ini menjaga ketersediaan air di bumi agar tetap dapat digunakan makhluk hidup.",https: www.omahbse.com ktsp file sd-5 ipa 001,9,27
672,bumi dan peristiwa alam,siklus air,apa penyebab air di bumi tidak habis-habis?,"air di bumi tidak habis karena terus mengalami siklus air. air menguap karena panas matahari, membentuk awan, lalu turun kembali sebagai hujan dan mengisi permukaan bumi lagi.","air laut menguap saat panas, lalu menjadi awan, turun sebagai hujan, dan akhirnya mengalir kembali ke sungai dan laut. siklus ini menjaga ketersediaan air di bumi agar tidak habis meskipun digunakan terus-menerus.","air di bumi terus berputar melalui penguapan, pengembunan, dan hujan. siklus ini menjaga ketersediaan air di bumi agar tetap dapat digunakan makhluk hidup.",https: www.omahbse.com ktsp file sd-5 ipa 001,7,27
673,bumi dan peristiwa alam,siklus air,apa sebab kita harus menghemat air bersih?,"kita harus menghemat air bersih karena walaupun air di bumi terus berputar, air bersih semakin berkurang akibat pencemaran dan penggunaan yang berlebihan. menghemat air membantu menjaga ketersediaannya untuk kebutuhan sehari-hari.",menutup keran setelah dipakai dan memakai air secukupnya saat mandi adalah cara sederhana menghemat air. siklus ini menjaga ketersediaan air di bumi agar tidak habis meskipun digunakan terus-menerus.,"air di bumi terus berputar melalui penguapan, pengembunan, dan hujan. siklus ini menjaga ketersediaan air di bumi agar tetap dapat digunakan makhluk hidup.",https: www.omahbse.com ktsp file sd-5 ipa 001,7,30
674,bumi dan peristiwa alam,siklus air,bagaimana penjelasan tentang apa alasan kita harus menghemat air bersih?,"kita harus menghemat air bersih karena walaupun air di bumi terus berputar, air bersih semakin berkurang akibat pencemaran dan penggunaan yang berlebihan. menghemat air membantu menjaga ketersediaannya untuk kebutuhan sehari-hari.",menutup keran setelah dipakai dan memakai air secukupnya saat mandi adalah cara sederhana menghemat air. siklus ini menjaga ketersediaan air di bumi agar tidak habis meskipun digunakan terus-menerus.,"air di bumi terus berputar melalui penguapan, pengembunan, dan hujan. siklus ini menjaga ketersediaan air di bumi agar tetap dapat digunakan makhluk hidup.",https: www.omahbse.com ktsp file sd-5 ipa 001,10,30
675,bumi dan peristiwa alam,siklus air,apa yang dapat kamu jelaskan mengenai apa alasan kita harus menghemat air bersih?,"kita harus menghemat air bersih karena walaupun air di bumi terus berputar, air bersih semakin berkurang akibat pencemaran dan penggunaan yang berlebihan. menghemat air membantu menjaga ketersediaannya untuk kebutuhan sehari-hari.",menutup keran setelah dipakai dan memakai air secukupnya saat mandi adalah cara sederhana menghemat air. siklus ini menjaga ketersediaan air di bumi agar tidak habis meskipun digunakan terus-menerus.,"air di bumi terus berputar melalui penguapan, pengembunan, dan hujan. siklus ini menjaga ketersediaan air di bumi agar tetap dapat digunakan makhluk hidup.",https: www.omahbse.com ktsp file sd-5 ipa 001,13,30
676,bumi dan peristiwa alam,siklus air,mengapa apa alasan kita harus menghemat air bersih penting?,"kita harus menghemat air bersih karena walaupun air di bumi terus berputar, air bersih semakin berkurang akibat pencemaran dan penggunaan yang berlebihan. menghemat air membantu menjaga ketersediaannya untuk kebutuhan sehari-hari.",menutup keran setelah dipakai dan memakai air secukupnya saat mandi adalah cara sederhana menghemat air. siklus ini menjaga ketersediaan air di bumi agar tidak habis meskipun digunakan terus-menerus.,"air di bumi terus berputar melalui penguapan, pengembunan, dan hujan. siklus ini menjaga ketersediaan air di bumi agar tetap dapat digunakan makhluk hidup.",https: www.omahbse.com ktsp file sd-5 ipa 001,9,30
677,bumi dan peristiwa alam,siklus air,apa penyebab kita harus menghemat air bersih?,"kita harus menghemat air bersih karena walaupun air di bumi terus berputar, air bersih semakin berkurang akibat pencemaran dan penggunaan yang berlebihan. menghemat air membantu menjaga ketersediaannya untuk kebutuhan sehari-hari.",menutup keran setelah dipakai dan memakai air secukupnya saat mandi adalah cara sederhana menghemat air. siklus ini menjaga ketersediaan air di bumi agar tidak habis meskipun digunakan terus-menerus.,"air di bumi terus berputar melalui penguapan, pengembunan, dan hujan. siklus ini menjaga ketersediaan air di bumi agar tetap dapat digunakan makhluk hidup.",https: www.omahbse.com ktsp file sd-5 ipa 001,7,30
678,bumi dan peristiwa alam,peristiwa alam,apa sebab banjir bisa terjadi di kota besar?,banjir bisa terjadi karena curah hujan tinggi dan sungai tidak mampu menampung air. sungai yang dangkal dan sempit akibat sampah juga membuat air mudah meluap ke jalan dan rumah.,"saat hujan deras dan saluran air tersumbat sampah, jalan di permukiman cepat tergenang. peristiwa seperti ini terjadi karena kondisi alam yang berubah dan kadang dapat memengaruhi kehidupan manusia.",berbagai peristiwa alam terjadi karena kondisi bumi dan cuaca yang berubah. beberapa di antaranya dapat membawa dampak besar bagi kehidupan manusia sehingga perlu diwaspadai.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,29
679,bumi dan peristiwa alam,peristiwa alam,bagaimana penjelasan tentang apa alasan banjir bisa terjadi di kota besar?,banjir bisa terjadi karena curah hujan tinggi dan sungai tidak mampu menampung air. sungai yang dangkal dan sempit akibat sampah juga membuat air mudah meluap ke jalan dan rumah.,"saat hujan deras dan saluran air tersumbat sampah, jalan di permukiman cepat tergenang. peristiwa seperti ini terjadi karena kondisi alam yang berubah dan kadang dapat memengaruhi kehidupan manusia.",berbagai peristiwa alam terjadi karena kondisi bumi dan cuaca yang berubah. beberapa di antaranya dapat membawa dampak besar bagi kehidupan manusia sehingga perlu diwaspadai.,https: www.omahbse.com ktsp file sd-5 ipa 001,11,29
680,bumi dan peristiwa alam,peristiwa alam,apa yang dapat kamu jelaskan mengenai apa alasan banjir bisa terjadi di kota besar?,banjir bisa terjadi karena curah hujan tinggi dan sungai tidak mampu menampung air. sungai yang dangkal dan sempit akibat sampah juga membuat air mudah meluap ke jalan dan rumah.,"saat hujan deras dan saluran air tersumbat sampah, jalan di permukiman cepat tergenang. peristiwa seperti ini terjadi karena kondisi alam yang berubah dan kadang dapat memengaruhi kehidupan manusia.",berbagai peristiwa alam terjadi karena kondisi bumi dan cuaca yang berubah. beberapa di antaranya dapat membawa dampak besar bagi kehidupan manusia sehingga perlu diwaspadai.,https: www.omahbse.com ktsp file sd-5 ipa 001,14,29
681,bumi dan peristiwa alam,peristiwa alam,mengapa apa alasan banjir bisa terjadi di kota besar penting?,banjir bisa terjadi karena curah hujan tinggi dan sungai tidak mampu menampung air. sungai yang dangkal dan sempit akibat sampah juga membuat air mudah meluap ke jalan dan rumah.,"saat hujan deras dan saluran air tersumbat sampah, jalan di permukiman cepat tergenang. peristiwa seperti ini terjadi karena kondisi alam yang berubah dan kadang dapat memengaruhi kehidupan manusia.",berbagai peristiwa alam terjadi karena kondisi bumi dan cuaca yang berubah. beberapa di antaranya dapat membawa dampak besar bagi kehidupan manusia sehingga perlu diwaspadai.,https: www.omahbse.com ktsp file sd-5 ipa 001,10,29
682,bumi dan peristiwa alam,peristiwa alam,apa penyebab banjir bisa terjadi di kota besar?,banjir bisa terjadi karena curah hujan tinggi dan sungai tidak mampu menampung air. sungai yang dangkal dan sempit akibat sampah juga membuat air mudah meluap ke jalan dan rumah.,"saat hujan deras dan saluran air tersumbat sampah, jalan di permukiman cepat tergenang. peristiwa seperti ini terjadi karena kondisi alam yang berubah dan kadang dapat memengaruhi kehidupan manusia.",berbagai peristiwa alam terjadi karena kondisi bumi dan cuaca yang berubah. beberapa di antaranya dapat membawa dampak besar bagi kehidupan manusia sehingga perlu diwaspadai.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,29
683,bumi dan peristiwa alam,peristiwa alam,bagaimana penjelasan tentang apa penyebab tanah longsor?,"tanah longsor terjadi karena tanah tidak stabil, biasanya akibat penggundulan hutan dan hujan deras. tanpa akar tumbuhan, tanah mudah tergelincir dan runtuh ke bawah.",lereng bukit yang tidak ditanami pohon lebih mudah longsor saat hujan turun terus-menerus. peristiwa seperti ini terjadi karena kondisi alam yang berubah dan kadang dapat memengaruhi kehidupan manusia.,berbagai peristiwa alam terjadi karena kondisi bumi dan cuaca yang berubah. beberapa di antaranya dapat membawa dampak besar bagi kehidupan manusia sehingga perlu diwaspadai.,https: www.omahbse.com ktsp file sd-5 ipa 001,7,24
684,bumi dan peristiwa alam,peristiwa alam,apa yang dapat kamu jelaskan mengenai apa penyebab tanah longsor?,"tanah longsor terjadi karena tanah tidak stabil, biasanya akibat penggundulan hutan dan hujan deras. tanpa akar tumbuhan, tanah mudah tergelincir dan runtuh ke bawah.",lereng bukit yang tidak ditanami pohon lebih mudah longsor saat hujan turun terus-menerus. peristiwa seperti ini terjadi karena kondisi alam yang berubah dan kadang dapat memengaruhi kehidupan manusia.,berbagai peristiwa alam terjadi karena kondisi bumi dan cuaca yang berubah. beberapa di antaranya dapat membawa dampak besar bagi kehidupan manusia sehingga perlu diwaspadai.,https: www.omahbse.com ktsp file sd-5 ipa 001,10,24
685,bumi dan peristiwa alam,peristiwa alam,mengapa apa penyebab tanah longsor penting?,"tanah longsor terjadi karena tanah tidak stabil, biasanya akibat penggundulan hutan dan hujan deras. tanpa akar tumbuhan, tanah mudah tergelincir dan runtuh ke bawah.",lereng bukit yang tidak ditanami pohon lebih mudah longsor saat hujan turun terus-menerus. peristiwa seperti ini terjadi karena kondisi alam yang berubah dan kadang dapat memengaruhi kehidupan manusia.,berbagai peristiwa alam terjadi karena kondisi bumi dan cuaca yang berubah. beberapa di antaranya dapat membawa dampak besar bagi kehidupan manusia sehingga perlu diwaspadai.,https: www.omahbse.com ktsp file sd-5 ipa 001,6,24
686,bumi dan peristiwa alam,peristiwa alam,bagaimana penjelasan tentang apa yang menyebabkan tanah longsor?,"tanah longsor terjadi karena tanah tidak stabil, biasanya akibat penggundulan hutan dan hujan deras. tanpa akar tumbuhan, tanah mudah tergelincir dan runtuh ke bawah.",lereng bukit yang tidak ditanami pohon lebih mudah longsor saat hujan turun terus-menerus. peristiwa seperti ini terjadi karena kondisi alam yang berubah dan kadang dapat memengaruhi kehidupan manusia.,berbagai peristiwa alam terjadi karena kondisi bumi dan cuaca yang berubah. beberapa di antaranya dapat membawa dampak besar bagi kehidupan manusia sehingga perlu diwaspadai.,https: www.omahbse.com ktsp file sd-5 ipa 001,8,24
687,bumi dan peristiwa alam,peristiwa alam,apa yang dapat kamu jelaskan mengenai apa yang menyebabkan tanah longsor?,"tanah longsor terjadi karena tanah tidak stabil, biasanya akibat penggundulan hutan dan hujan deras. tanpa akar tumbuhan, tanah mudah tergelincir dan runtuh ke bawah.",lereng bukit yang tidak ditanami pohon lebih mudah longsor saat hujan turun terus-menerus. peristiwa seperti ini terjadi karena kondisi alam yang berubah dan kadang dapat memengaruhi kehidupan manusia.,berbagai peristiwa alam terjadi karena kondisi bumi dan cuaca yang berubah. beberapa di antaranya dapat membawa dampak besar bagi kehidupan manusia sehingga perlu diwaspadai.,https: www.omahbse.com ktsp file sd-5 ipa 001,11,24
688,bumi dan peristiwa alam,peristiwa alam,mengapa apa yang menyebabkan tanah longsor penting?,"tanah longsor terjadi karena tanah tidak stabil, biasanya akibat penggundulan hutan dan hujan deras. tanpa akar tumbuhan, tanah mudah tergelincir dan runtuh ke bawah.",lereng bukit yang tidak ditanami pohon lebih mudah longsor saat hujan turun terus-menerus. peristiwa seperti ini terjadi karena kondisi alam yang berubah dan kadang dapat memengaruhi kehidupan manusia.,berbagai peristiwa alam terjadi karena kondisi bumi dan cuaca yang berubah. beberapa di antaranya dapat membawa dampak besar bagi kehidupan manusia sehingga perlu diwaspadai.,https: www.omahbse.com ktsp file sd-5 ipa 001,7,24
689,bumi dan peristiwa alam,peristiwa alam,apa alasan tanah longsor?,"tanah longsor terjadi karena tanah tidak stabil, biasanya akibat penggundulan hutan dan hujan deras. tanpa akar tumbuhan, tanah mudah tergelincir dan runtuh ke bawah.",lereng bukit yang tidak ditanami pohon lebih mudah longsor saat hujan turun terus-menerus. peristiwa seperti ini terjadi karena kondisi alam yang berubah dan kadang dapat memengaruhi kehidupan manusia.,berbagai peristiwa alam terjadi karena kondisi bumi dan cuaca yang berubah. beberapa di antaranya dapat membawa dampak besar bagi kehidupan manusia sehingga perlu diwaspadai.,https: www.omahbse.com ktsp file sd-5 ipa 001,4,24
690,bumi dan peristiwa alam,peristiwa alam,apa sebab tanah longsor?,"tanah longsor terjadi karena tanah tidak stabil, biasanya akibat penggundulan hutan dan hujan deras. tanpa akar tumbuhan, tanah mudah tergelincir dan runtuh ke bawah.",lereng bukit yang tidak ditanami pohon lebih mudah longsor saat hujan turun terus-menerus. peristiwa seperti ini terjadi karena kondisi alam yang berubah dan kadang dapat memengaruhi kehidupan manusia.,berbagai peristiwa alam terjadi karena kondisi bumi dan cuaca yang berubah. beberapa di antaranya dapat membawa dampak besar bagi kehidupan manusia sehingga perlu diwaspadai.,https: www.omahbse.com ktsp file sd-5 ipa 001,4,24
